회사명,항목,외인,기관,개인,개반,법인,총점
기산텔레콤,3년,64.6,73.4,29.6,70.4,69.6,69.5
기산텔레콤,합산,86.0,75.8,12.1,87.9,60.3,83.2
제이엠아이,1년,89.4,24.5,52.3,47.7,20.9,53.9
제이엠아이,2년,88.4,58.0,65.8,34.2,26.5,60.2
제이엠아이,3년,87.2,54.1,75.1,24.9,20.9,55.4
제이엠아이,합산,88.3,45.5,64.4,35.6,22.8,56.5
성창오토텍,1년,11.5,92.2,88.8,11.2,15.4,38.3
성창오토텍,2년,38.1,89.2,56.2,43.8,30.1,57.0
성창오토텍,3년,32.6,81.5,63.5,36.5,24.6,50.2
성창오토텍,합산,27.4,87.6,69.5,30.5,23.4,48.5
성문전자,1년,82.7,88.4,20.4,79.6,63.4,83.6
성문전자,2년,65.8,69.3,25.6,74.4,69.2,69.8
성문전자,3년,78.4,80.9,15.9,84.1,24.9,81.1
성문전자,합산,75.6,79.5,20.6,79.4,52.5,78.2
비피도,1년,83.4,80.1,3.8,96.2,95.2,86.6
비피도,2년,94.2,93.3,3.3,96.7,59.7,94.7
비피도,3년,79.2,68.7,19.5,80.5,54.9,76.1
비피도,합산,85.6,80.7,8.9,91.1,69.9,85.8
KR모터스,1년,83.4,97.6,4.9,95.1,53.3,92.0
KR모터스,2년,77.4,93.2,9.1,90.9,75.5,87.2
KR모터스,3년,52.0,89.5,21.4,78.6,71.1,73.4
KR모터스,합산,70.9,93.4,11.8,88.2,66.6,84.2
로지시스,1년,92.2,13.2,9.4,90.6,56.8,65.3
로지시스,2년,91.6,11.8,12.2,87.8,36.4,63.7
로지시스,3년,88.7,25.2,13.1,86.9,32.1,66.9
로지시스,합산,90.8,16.7,11.6,88.4,41.8,65.3
씨엔플러스,1년,79.9,27.7,75.6,24.4,15.6,44.0
씨엔플러스,2년,70.3,68.6,38.8,61.2,51.8,66.7
씨엔플러스,3년,50.2,64.2,23.1,76.9,72.6,63.8
씨엔플러스,합산,66.8,53.5,45.8,54.2,46.7,58.2
토박스코리아,1년,72.7,38.4,19.6,80.4,91.4,63.8
토박스코리아,2년,89.6,23.7,58.3,41.7,57.7,51.7
토박스코리아,3년,29.5,10.6,88.9,11.1,44.8,17.1
토박스코리아,합산,63.9,24.2,55.6,44.4,64.6,44.2
딜리,1년,66.4,85.0,9.5,90.5,84.1,80.6
딜리,2년,93.5,94.0,5.6,94.4,36.4,94.0
딜리,3년,96.5,91.1,3.2,96.8,22.4,94.8
딜리,합산,85.5,90.0,6.1,93.9,47.6,89.8
미래아이앤지,1년,53.1,52.4,33.5,66.5,66.6,57.3
미래아이앤지,2년,16.7,23.3,85.0,15.0,10.2,18.3
미래아이앤지,3년,36.8,17.0,29.7,70.3,77.6,41.4
미래아이앤지,합산,35.5,30.9,49.4,50.6,51.5,39.0
이스트아시아홀딩스,1년,95.5,65.0,4.5,95.5,86.0,85.3
이스트아시아홀딩스,2년,96.5,55.5,3.6,96.4,43.5,82.8
이스트아시아홀딩스,3년,92.4,55.6,7.7,92.3,27.3,80.1
이스트아시아홀딩스,합산,94.8,58.7,5.3,94.7,52.3,82.7
아시아종묘,1년,60.3,54.1,86.5,13.5,11.3,42.6
아시아종묘,2년,93.5,33.1,14.6,85.4,32.6,70.7
아시아종묘,3년,69.0,83.9,12.8,87.2,12.0,80.0
아시아종묘,합산,74.3,57.0,38.0,62.0,18.6,64.4
나노캠텍,1년,78.0,24.0,49.7,50.3,52.1,50.8
나노캠텍,2년,85.1,19.8,21.5,78.5,48.2,61.1
나노캠텍,3년,85.1,19.8,21.5,78.5,48.2,61.1
나노캠텍,합산,82.7,21.2,30.9,69.1,49.5,57.7
캐리,1년,61.6,73.4,10.5,89.5,87.1,74.8
캐리,2년,61.5,67.8,19.7,80.3,80.3,69.9
캐리,3년,57.5,19.4,25.4,74.6,79.3,50.5
캐리,합산,60.2,53.5,18.5,81.5,82.2,65.1
한국정밀기계,1년,50.9,67.3,75.1,24.9,28.8,47.7
한국정밀기계,2년,70.4,55.2,69.5,30.5,14.6,52.0
한국정밀기계,3년,70.4,55.2,69.5,30.5,14.6,52.0
한국정밀기계,합산,63.9,59.2,71.4,28.6,19.3,50.6
패션플랫폼,1년,74.1,78.5,30.1,69.9,26.3,74.2
패션플랫폼,2년,89.9,82.6,12.2,87.8,9.9,86.8
패션플랫폼,3년,74.0,75.4,23.0,77.0,72.3,75.5
패션플랫폼,합산,79.3,78.8,21.8,78.2,36.2,78.8
우진아이엔에스,1년,48.2,6.9,95.4,4.6,7.4,19.9
우진아이엔에스,2년,82.7,9.1,53.1,46.9,10.4,46.2
우진아이엔에스,3년,64.6,10.5,69.7,30.3,71.8,35.1
우진아이엔에스,합산,65.2,8.8,72.7,27.3,29.9,33.7
서산,1년,90.9,44.0,7.7,92.3,93.0,75.7
서산,2년,95.3,81.6,5.2,94.8,80.9,90.6
서산,3년,94.7,74.1,5.2,94.8,70.3,87.9
서산,합산,93.6,66.6,6.0,94.0,81.4,84.7
오에스피,1년,84.6,94.0,5.2,94.8,68.3,91.1
오에스피,2년,83.0,84.4,11.9,88.1,63.5,85.2
오에스피,3년,69.4,84.2,12.2,87.8,72.2,80.5
오에스피,합산,79.0,87.5,9.8,90.2,68.0,85.6
에스폴리텍,1년,92.1,74.6,7.7,92.3,71.9,86.3
에스폴리텍,2년,95.7,59.7,4.1,95.9,39.5,83.8
에스폴리텍,3년,64.2,59.0,34.9,65.1,69.7,62.8
에스폴리텍,합산,84.0,64.4,15.6,84.4,60.4,77.6
알파녹스,1년,69.4,73.7,16.8,83.2,42.5,75.4
알파녹스,2년,41.8,86.8,51.4,48.6,27.0,59.1
알파녹스,3년,30.0,87.8,64.5,35.5,18.1,51.1
알파녹스,합산,47.1,82.8,44.2,55.8,29.2,61.9
해성옵틱스,1년,77.3,61.4,9.5,90.5,93.4,76.4
해성옵틱스,2년,64.2,62.1,67.5,32.5,26.1,52.9
해성옵틱스,3년,63.7,54.3,58.0,42.0,36.8,53.3
해성옵틱스,합산,68.4,59.3,45.0,55.0,52.1,60.9
오가닉티코스메틱,1년,32.1,49.0,67.9,32.1,45.5,37.7
오가닉티코스메틱,2년,48.2,50.4,51.7,48.3,58.3,49.0
오가닉티코스메틱,3년,73.8,53.4,26.1,73.9,78.0,67.0
오가닉티코스메틱,합산,51.4,50.9,48.6,51.4,60.6,51.2
삼진엘앤디,1년,91.2,92.5,9.0,91.0,80.4,91.6
삼진엘앤디,2년,90.9,95.3,8.9,91.1,81.2,92.4
삼진엘앤디,3년,85.2,79.0,14.3,85.7,70.7,83.3
삼진엘앤디,합산,89.1,88.9,10.7,89.3,77.4,89.1
동일스틸럭스,1년,54.6,70.2,18.1,81.9,81.4,68.9
동일스틸럭스,2년,85.5,41.7,6.9,93.1,93.2,73.4
동일스틸럭스,3년,73.8,83.8,9.9,90.1,89.8,82.6
동일스틸럭스,합산,71.3,65.2,11.6,88.4,88.1,75.0
에이엔피,1년,87.9,87.7,8.2,91.8,78.0,89.1
에이엔피,2년,50.2,81.5,28.1,71.9,57.3,67.9
에이엔피,3년,66.2,80.2,69.6,30.4,17.7,58.9
에이엔피,합산,68.1,83.1,35.3,64.7,51.0,72.0
파인테크닉스,1년,96.6,70.9,2.8,97.2,78.6,88.2
파인테크닉스,2년,96.8,89.6,2.0,98.0,31.5,94.8
파인테크닉스,3년,39.4,96.6,2.7,97.3,35.6,77.8
파인테크닉스,합산,77.6,85.7,2.5,97.5,48.6,86.9
DGP,1년,80.7,81.2,18.3,81.7,83.8,81.2
DGP,2년,34.2,29.5,13.4,86.6,84.8,50.1
DGP,3년,19.1,31.0,5.4,94.6,94.4,48.2
DGP,합산,44.7,47.2,12.4,87.6,87.7,59.8
소프트캠프,1년,63.0,71.4,21.4,78.6,79.3,71.0
소프트캠프,2년,77.9,82.5,35.5,64.5,38.6,75.0
소프트캠프,3년,60.3,83.2,18.0,82.0,75.9,75.2
소프트캠프,합산,67.1,79.0,25.0,75.0,64.6,73.7
인콘,1년,93.8,84.4,7.3,92.7,8.4,90.3
인콘,2년,81.9,66.8,25.0,75.0,5.1,74.6
인콘,3년,72.0,48.9,12.6,87.4,80.3,69.4
인콘,합산,82.6,66.7,15.0,85.0,31.3,78.1
판타지오,1년,33.8,81.9,24.3,75.7,67.6,63.8
판타지오,2년,27.7,83.6,8.3,91.7,89.2,67.7
판타지오,3년,25.6,81.0,7.0,93.0,92.3,66.5
판타지오,합산,29.0,82.2,13.2,86.8,83.0,66.0
에스앤더블류,1년,86.3,55.5,28.4,71.6,55.4,71.1
에스앤더블류,2년,79.3,77.2,19.3,80.7,70.7,79.1
에스앤더블류,3년,79.3,77.2,19.3,80.7,70.7,79.1
에스앤더블류,합산,81.6,70.0,22.3,77.7,65.6,76.4
엔시트론,1년,86.8,51.8,43.9,56.1,42.5,64.9
엔시트론,2년,67.8,65.2,21.4,78.6,74.5,70.5
엔시트론,3년,44.0,42.1,6.3,93.7,94.0,59.9
엔시트론,합산,66.2,53.0,23.9,76.1,70.3,65.1
엑사이엔씨,1년,52.0,32.6,71.2,28.8,6.8,37.8
엑사이엔씨,2년,70.6,79.2,19.2,80.8,26.5,76.9
엑사이엔씨,3년,63.4,67.8,32.0,68.0,27.3,66.4
엑사이엔씨,합산,62.0,59.9,40.8,59.2,20.2,60.4
신시웨이,1년,59.6,91.5,6.4,93.6,25.0,81.6
신시웨이,2년,62.1,89.7,8.5,91.5,26.6,81.1
신시웨이,3년,62.1,89.7,8.5,91.5,26.6,81.1
신시웨이,합산,61.3,90.3,7.8,92.2,26.1,81.3
신라에스지,1년,77.3,32.8,23.9,76.1,80.9,62.1
신라에스지,2년,76.0,24.0,26.2,73.8,80.2,57.9
신라에스지,3년,64.8,51.2,30.1,69.9,76.0,62.0
신라에스지,합산,72.7,36.0,26.7,73.3,79.0,60.7
주연테크,1년,91.3,8.9,32.5,67.5,27.1,55.9
주연테크,2년,93.0,11.3,14.9,85.1,18.9,63.1
주연테크,3년,64.4,17.7,57.4,42.6,11.3,41.6
주연테크,합산,82.9,12.6,34.9,65.1,19.1,53.5
TBH글로벌,1년,74.0,75.6,13.0,87.0,92.1,78.9
TBH글로벌,2년,89.4,76.3,7.8,92.2,64.1,86.0
TBH글로벌,3년,88.5,70.3,13.2,86.8,42.3,81.9
TBH글로벌,합산,84.0,74.1,11.3,88.7,66.2,82.3
인터엠,1년,96.6,86.3,3.7,96.3,4.4,93.1
인터엠,2년,91.9,68.9,13.9,86.1,74.8,82.3
인터엠,3년,82.8,66.6,19.3,80.7,73.6,76.7
인터엠,합산,90.4,73.9,12.3,87.7,50.9,84.0
에이치케이,1년,91.8,58.1,29.8,70.2,6.3,73.4
에이치케이,2년,95.7,45.9,7.2,92.8,3.7,78.1
에이치케이,3년,93.4,42.7,8.9,91.1,11.6,75.7
에이치케이,합산,93.6,48.9,15.3,84.7,7.2,75.7
베셀,1년,45.9,68.9,13.9,86.1,91.7,67.0
베셀,2년,74.0,89.1,11.2,88.8,89.7,84.0
베셀,3년,73.5,87.4,12.6,87.4,88.4,82.8
베셀,합산,64.5,81.8,12.6,87.4,89.9,77.9
아이엠,1년,59.9,84.7,12.7,87.3,85.4,77.3
아이엠,2년,46.8,83.9,15.5,84.5,81.5,71.7
아이엠,3년,53.9,78.3,15.9,84.1,80.2,72.1
아이엠,합산,53.5,82.3,14.7,85.3,82.4,73.7
인바이오,1년,93.3,75.8,7.0,93.0,8.9,87.4
인바이오,2년,72.0,92.6,4.4,95.6,91.5,86.7
인바이오,3년,67.1,86.3,4.9,95.1,89.6,82.8
인바이오,합산,77.5,84.9,5.4,94.6,63.3,85.6
전진바이오팜,1년,40.7,76.5,1.4,98.6,98.5,71.9
전진바이오팜,2년,60.8,44.5,29.7,70.3,82.1,58.5
전진바이오팜,3년,64.5,39.1,39.8,60.2,74.0,54.6
전진바이오팜,합산,55.3,53.4,23.6,76.4,84.9,61.7
삼영이엔씨,1년,76.5,94.1,6.8,93.2,91.0,87.9
삼영이엔씨,2년,54.8,86.3,8.1,91.9,93.8,77.7
삼영이엔씨,3년,38.3,90.7,8.0,92.0,91.7,73.7
삼영이엔씨,합산,56.5,90.4,7.6,92.4,92.2,79.8
글로본,1년,46.2,63.5,92.1,7.9,6.2,39.2
글로본,2년,73.1,44.0,43.0,57.0,37.7,58.0
글로본,3년,50.3,33.0,48.7,51.3,52.1,44.9
글로본,합산,56.5,46.8,61.3,38.7,32.0,47.4
신라섬유,1년,35.4,51.3,59.1,40.9,79.1,42.5
신라섬유,2년,88.7,61.4,10.7,89.3,67.5,79.8
신라섬유,3년,79.9,72.0,16.6,83.4,58.8,78.4
신라섬유,합산,68.0,61.6,28.8,71.2,68.5,66.9
한탑,1년,72.6,44.2,43.6,56.4,21.6,57.7
한탑,2년,63.6,64.8,43.2,56.8,15.8,61.7
한탑,3년,68.4,58.4,36.5,63.5,51.9,63.4
한탑,합산,68.2,55.8,41.1,58.9,29.8,60.9
한솔PNS,1년,77.5,58.5,12.5,87.5,88.5,74.5
한솔PNS,2년,94.1,58.9,4.9,95.1,92.4,82.7
한솔PNS,3년,95.3,86.0,3.4,96.6,88.7,92.6
한솔PNS,합산,89.0,67.8,6.9,93.1,89.9,83.3
네오리진,1년,51.9,40.7,89.6,10.4,9.5,34.3
네오리진,2년,18.4,69.6,91.0,9.0,9.8,32.3
네오리진,3년,13.7,75.6,87.9,12.1,12.1,33.8
네오리진,합산,28.0,62.0,89.5,10.5,10.5,33.5
진도,1년,37.3,30.0,80.2,19.8,28.7,29.0
진도,2년,76.7,66.3,27.8,72.2,24.9,71.7
진도,3년,57.4,56.6,44.7,55.3,33.3,56.4
진도,합산,57.1,51.0,50.9,49.1,29.0,52.4
동원수산,1년,78.8,91.4,9.0,91.0,81.1,87.1
동원수산,2년,51.9,75.0,46.7,53.3,50.5,60.1
동원수산,3년,60.4,75.0,61.1,38.9,28.5,58.1
동원수산,합산,63.7,80.5,38.9,61.1,53.4,68.4
웰킵스하이텍,1년,22.3,45.3,76.6,23.4,32.9,30.3
웰킵스하이텍,2년,27.6,64.1,73.3,26.7,27.7,39.5
웰킵스하이텍,3년,24.3,81.0,75.5,24.5,30.4,43.3
웰킵스하이텍,합산,24.7,63.5,75.1,24.9,30.3,37.7
핀텔,1년,90.7,82.4,9.4,90.6,50.9,87.9
핀텔,2년,65.5,84.5,15.9,84.1,43.2,78.0
핀텔,3년,56.3,80.9,24.3,75.7,67.9,71.0
핀텔,합산,70.8,82.6,16.5,83.5,54.0,79.0
대동금속,1년,83.1,84.9,13.2,86.8,70.8,84.9
대동금속,2년,62.7,68.3,22.0,78.0,83.0,69.7
대동금속,3년,58.3,71.5,26.6,73.4,76.3,67.7
대동금속,합산,68.0,74.9,20.6,79.4,76.7,74.1
파루,1년,60.2,22.2,66.7,33.3,66.2,38.6
파루,2년,81.7,16.1,42.6,57.4,36.4,51.7
파루,3년,86.6,20.5,24.3,75.7,30.8,60.9
파루,합산,76.2,19.6,44.5,55.5,44.5,50.4
윙스풋,1년,77.2,82.0,19.7,80.3,68.7,79.8
윙스풋,2년,76.6,91.1,8.7,91.3,74.3,86.3
윙스풋,3년,45.1,73.4,27.1,72.9,63.4,63.8
윙스풋,합산,66.3,82.2,18.5,81.5,68.8,76.6
KC그린홀딩스,1년,17.2,65.8,8.3,91.7,91.7,58.2
KC그린홀딩스,2년,28.1,76.7,7.8,92.2,90.5,65.7
KC그린홀딩스,3년,69.0,81.1,7.1,92.9,86.8,81.0
KC그린홀딩스,합산,38.1,74.5,7.7,92.3,89.7,68.3
스킨앤스킨,1년,52.2,79.0,25.2,74.8,55.1,68.7
스킨앤스킨,2년,52.0,39.5,88.4,11.6,12.2,34.4
스킨앤스킨,3년,62.0,37.7,77.6,22.4,23.0,40.7
스킨앤스킨,합산,55.4,52.1,63.7,36.3,30.1,47.9
글로벌에스엠,1년,83.4,20.3,51.8,48.2,19.2,50.6
글로벌에스엠,2년,88.3,69.4,12.7,87.3,15.3,81.7
글로벌에스엠,3년,77.7,76.6,16.6,83.4,13.3,79.2
글로벌에스엠,합산,83.1,55.4,27.0,73.0,15.9,70.5
시지트로닉스,1년,47.7,78.0,24.7,75.3,68.6,67.0
시지트로닉스,2년,49.1,89.5,13.4,86.6,81.0,75.1
시지트로닉스,3년,49.1,89.5,13.4,86.6,81.0,75.1
시지트로닉스,합산,48.6,85.7,17.2,82.8,76.9,72.4
로스웰,1년,32.9,50.7,67.3,32.7,40.0,38.8
로스웰,2년,69.0,59.5,30.5,69.5,71.7,66.0
로스웰,3년,62.8,55.6,37.1,62.9,49.7,60.4
로스웰,합산,54.9,55.3,45.0,55.0,53.8,55.1
디에이치엑스컴퍼니,1년,25.8,44.1,78.1,21.9,23.4,30.6
디에이치엑스컴퍼니,2년,32.8,45.2,63.5,36.5,36.7,38.2
디에이치엑스컴퍼니,3년,42.9,61.0,39.9,60.1,60.4,54.7
디에이치엑스컴퍼니,합산,33.8,50.1,60.5,39.5,40.2,41.2
티피씨글로벌,1년,96.2,78.1,3.5,96.5,73.8,90.3
티피씨글로벌,2년,77.4,64.7,18.2,81.8,80.0,74.6
티피씨글로벌,3년,60.1,68.6,30.2,69.8,77.9,66.2
티피씨글로벌,합산,77.9,70.5,17.3,82.7,77.2,77.0
브이씨,1년,46.4,16.1,6.1,93.9,95.0,52.1
브이씨,2년,68.2,92.3,17.5,82.5,60.2,81.0
브이씨,3년,53.4,94.3,4.9,95.1,67.7,80.9
브이씨,합산,56.0,67.6,9.5,90.5,74.3,71.3
한국ANKOR유전,1년,27.5,36.5,68.0,32.0,51.5,32.0
한국ANKOR유전,2년,52.1,22.2,73.5,26.5,38.2,33.6
한국ANKOR유전,3년,85.0,6.7,92.3,7.7,8.2,33.1
한국ANKOR유전,합산,54.9,21.8,77.9,22.1,32.6,32.9
한국주강,1년,52.7,87.9,42.1,57.9,36.5,66.2
한국주강,2년,78.3,71.1,20.0,80.0,45.7,76.5
한국주강,3년,88.0,57.6,10.6,89.4,34.5,78.3
한국주강,합산,73.0,72.2,24.2,75.8,38.9,73.7
스타플렉스,1년,47.6,84.5,53.3,46.7,49.1,59.6
스타플렉스,2년,85.7,91.1,3.1,96.9,89.3,91.2
스타플렉스,3년,88.4,79.1,4.6,95.4,82.4,87.6
스타플렉스,합산,73.9,84.9,20.3,79.7,73.6,79.5
대호특수강,1년,18.1,85.9,96.3,3.7,5.0,35.9
대호특수강,2년,66.2,80.8,97.8,2.2,2.7,49.7
대호특수강,3년,87.3,77.9,91.3,8.7,7.8,58.0
대호특수강,합산,57.2,81.5,95.1,4.9,5.2,47.9
세니젠,1년,36.7,77.8,22.9,77.1,68.4,63.9
세니젠,2년,38.6,77.5,23.1,76.9,66.0,64.3
세니젠,3년,38.6,77.5,23.1,76.9,66.0,64.3
세니젠,합산,38.0,77.6,23.0,77.0,66.8,64.2
메디콕스,1년,25.1,66.4,10.9,89.1,93.7,60.2
메디콕스,2년,40.5,91.9,8.2,91.8,88.2,74.7
메디콕스,3년,26.4,87.6,12.3,87.7,87.9,67.2
메디콕스,합산,30.7,82.0,10.5,89.5,89.9,67.4
동양고속,1년,90.8,72.3,16.5,83.5,79.3,82.2
동양고속,2년,93.6,68.8,5.2,94.8,94.1,85.7
동양고속,3년,94.1,85.0,6.5,93.5,90.0,90.9
동양고속,합산,92.8,75.4,9.4,90.6,87.8,86.3
엔피케이,1년,98.0,93.7,2.1,97.9,18.1,96.5
엔피케이,2년,94.0,57.6,4.9,95.1,22.3,82.2
엔피케이,3년,82.0,69.3,19.2,80.8,57.4,77.4
엔피케이,합산,91.3,73.5,8.7,91.3,32.6,85.4
한국정보공학,1년,65.1,29.8,40.5,59.5,26.9,51.5
한국정보공학,2년,79.4,33.8,21.1,78.9,37.6,64.0
한국정보공학,3년,80.3,71.1,17.8,82.2,30.9,77.9
한국정보공학,합산,74.9,44.9,26.5,73.5,31.8,64.5
케스피온,1년,81.0,54.0,21.4,78.6,76.0,71.2
케스피온,2년,48.4,38.2,49.7,50.3,53.4,45.6
케스피온,3년,52.6,28.4,42.3,57.7,62.4,46.2
케스피온,합산,60.7,40.2,37.8,62.2,63.9,54.3
빌리언스,1년,49.0,58.5,8.1,91.9,91.3,66.5
빌리언스,2년,88.0,71.5,24.8,75.2,65.5,78.2
빌리언스,3년,77.4,71.2,21.6,78.4,70.5,75.7
빌리언스,합산,71.5,67.1,18.2,81.8,75.8,73.5
까스텔바작,1년,71.6,25.4,26.1,73.9,78.0,57.0
까스텔바작,2년,82.1,34.6,18.9,81.1,30.8,65.9
까스텔바작,3년,66.2,87.2,11.7,88.3,82.5,80.6
까스텔바작,합산,73.3,49.1,18.9,81.1,63.8,67.8
이엘피,1년,95.0,10.0,86.0,14.0,91.3,39.7
이엘피,2년,70.5,18.7,48.4,51.6,81.8,46.9
이엘피,3년,68.2,24.0,38.4,61.6,83.3,51.3
이엘피,합산,77.9,17.6,57.6,42.4,85.5,46.0
더코디,1년,91.2,74.0,21.6,78.4,48.7,81.2
더코디,2년,78.6,58.2,21.8,78.2,68.4,71.7
더코디,3년,24.7,65.4,69.2,30.8,55.9,40.3
더코디,합산,64.8,65.9,37.5,62.5,57.7,64.4
클리노믹스,1년,10.0,85.0,12.0,88.0,95.8,61.0
클리노믹스,2년,41.9,93.1,3.4,96.6,97.2,77.2
클리노믹스,3년,43.0,93.0,4.8,95.2,95.5,77.1
클리노믹스,합산,31.6,90.4,6.7,93.3,96.2,71.8
와이오엠,1년,77.0,40.4,41.0,59.0,18.6,58.8
와이오엠,2년,90.8,52.0,29.3,70.7,7.4,71.2
와이오엠,3년,65.4,90.1,8.6,91.4,12.6,82.3
와이오엠,합산,77.7,60.8,26.3,73.7,12.9,70.8
이퓨쳐,1년,78.6,7.6,92.1,7.9,48.6,31.4
이퓨쳐,2년,92.8,3.8,96.3,3.7,60.8,33.4
이퓨쳐,3년,94.8,5.2,92.8,7.2,21.3,35.7
이퓨쳐,합산,88.7,5.5,93.7,6.3,43.6,33.5
에스에스알,1년,95.6,7.4,13.0,87.0,82.0,63.3
에스에스알,2년,76.3,13.1,84.4,15.6,17.9,35.0
에스에스알,3년,50.8,10.3,87.5,12.5,13.4,24.5
에스에스알,합산,74.2,10.3,61.6,38.4,37.8,40.9
THE E&M,1년,43.1,44.0,11.4,88.6,92.5,58.6
THE E&M,2년,79.3,82.3,6.7,93.3,93.6,85.0
THE E&M,3년,61.0,90.8,5.3,94.7,95.3,82.2
THE E&M,합산,61.1,72.4,7.8,92.2,93.8,75.3
다산솔루에타,1년,89.3,88.0,10.3,89.7,25.5,89.0
다산솔루에타,2년,60.4,91.7,9.2,90.8,85.0,81.0
다산솔루에타,3년,58.4,93.3,5.9,94.1,91.2,81.9
다산솔루에타,합산,69.4,91.0,8.5,91.5,67.2,84.0
국일신동,1년,86.9,64.6,12.6,87.4,82.3,79.6
국일신동,2년,67.7,57.3,29.9,70.1,68.7,65.0
국일신동,3년,59.1,79.6,38.5,61.5,53.2,66.7
국일신동,합산,71.2,67.2,27.0,73.0,68.1,70.4
알톤,1년,93.1,80.0,11.1,88.9,11.0,87.3
알톤,2년,81.2,82.1,9.6,90.4,16.7,84.6
알톤,3년,65.6,68.6,21.2,78.8,58.4,71.0
알톤,합산,80.0,76.9,14.0,86.0,28.7,81.0
유비온,1년,87.0,13.1,70.6,29.4,20.1,43.2
유비온,2년,81.8,46.5,71.0,29.0,27.9,52.4
유비온,3년,61.5,75.5,23.3,76.7,48.4,71.2
유비온,합산,76.8,45.0,55.0,45.0,32.1,55.6
세진티에스,1년,79.9,22.3,47.4,52.6,14.9,51.6
세진티에스,2년,86.7,21.9,23.1,76.9,8.9,61.8
세진티에스,3년,80.8,22.3,43.8,56.2,7.0,53.1
세진티에스,합산,82.5,22.2,38.1,61.9,10.3,55.5
케이피티유,1년,82.0,88.8,23.2,76.8,3.4,82.5
케이피티유,2년,88.7,69.1,11.9,88.1,10.4,82.0
케이피티유,3년,90.0,67.4,10.5,89.5,8.1,82.3
케이피티유,합산,86.9,75.1,15.2,84.8,7.3,82.3
골드앤에스,1년,69.6,67.0,26.9,73.1,64.6,69.9
골드앤에스,2년,30.9,97.9,1.1,98.9,99.1,75.9
골드앤에스,3년,29.3,96.2,10.2,89.8,89.6,71.8
골드앤에스,합산,43.3,87.0,12.7,87.3,84.4,72.5
더테크놀로지,1년,46.8,69.2,35.2,64.8,60.0,60.3
더테크놀로지,2년,39.1,90.0,8.4,91.6,91.9,73.6
더테크놀로지,3년,22.9,88.3,12.4,87.6,86.9,66.3
더테크놀로지,합산,36.3,82.5,18.7,81.3,79.6,66.7
씨엑스아이,1년,95.3,63.4,4.3,95.7,70.1,84.8
씨엑스아이,2년,93.8,69.1,6.2,93.8,44.6,85.6
씨엑스아이,3년,95.1,66.4,3.4,96.6,92.4,86.0
씨엑스아이,합산,94.7,66.3,4.6,95.4,69.0,85.5
이노인스트루먼트,1년,96.4,50.1,3.6,96.4,66.5,81.0
이노인스트루먼트,2년,84.1,80.5,16.0,84.0,37.3,82.9
이노인스트루먼트,3년,78.3,83.5,17.9,82.1,33.0,81.3
이노인스트루먼트,합산,86.3,71.4,12.5,87.5,45.6,81.7
디모아,1년,53.1,14.0,13.8,86.2,90.3,51.1
디모아,2년,65.5,22.4,18.5,81.5,93.8,56.5
디모아,3년,61.0,27.5,18.7,81.3,94.1,56.6
디모아,합산,59.9,21.3,17.0,83.0,92.7,54.7
유아이디,1년,87.0,43.9,16.5,83.5,77.8,71.5
유아이디,2년,60.8,67.0,29.9,70.1,82.2,66.0
유아이디,3년,56.2,92.9,14.7,85.3,90.1,78.1
유아이디,합산,68.0,67.9,20.4,79.6,83.4,71.9
SGA,1년,17.2,28.4,82.4,17.6,71.6,21.1
SGA,2년,50.3,84.4,24.9,75.1,60.6,69.9
SGA,3년,60.1,74.2,50.3,49.7,22.6,61.3
SGA,합산,42.5,62.3,52.5,47.5,51.6,50.8
세동,1년,89.3,76.3,39.8,60.2,2.9,75.3
세동,2년,88.1,84.7,11.4,88.6,8.0,87.1
세동,3년,83.3,83.7,12.5,87.5,32.6,84.8
세동,합산,86.9,81.6,21.2,78.8,14.5,82.4
엘디티,1년,73.6,71.8,54.1,45.9,9.4,63.8
엘디티,2년,94.2,76.0,52.7,47.3,2.5,72.5
엘디티,3년,94.6,88.1,36.7,63.3,6.2,82.0
엘디티,합산,87.5,78.6,47.8,52.2,6.0,72.8
드래곤플라이,1년,63.3,50.0,38.2,61.8,50.8,58.4
드래곤플라이,2년,57.6,60.7,31.2,68.8,68.3,62.4
드래곤플라이,3년,73.7,91.1,8.8,91.2,90.1,85.3
드래곤플라이,합산,64.9,67.3,26.1,73.9,69.7,68.7
벨로크,1년,66.8,86.7,9.8,90.2,96.2,81.2
벨로크,2년,75.3,85.6,11.9,88.1,92.7,83.0
벨로크,3년,60.8,86.7,11.0,89.0,92.8,78.8
벨로크,합산,67.6,86.3,10.9,89.1,93.9,81.0
상지건설,1년,46.0,49.5,42.1,57.9,61.2,51.1
상지건설,2년,60.0,74.9,53.9,46.1,31.0,60.3
상지건설,3년,15.9,47.2,4.0,96.0,95.9,53.0
상지건설,합산,40.6,57.2,33.3,66.7,62.7,54.8
원풍물산,1년,71.0,93.5,21.4,78.6,76.0,81.0
원풍물산,2년,55.0,63.0,25.6,74.4,79.2,64.1
원풍물산,3년,58.8,59.6,28.4,71.6,73.0,63.3
원풍물산,합산,61.6,72.0,25.1,74.9,76.1,69.5
이노진,1년,77.6,77.4,18.9,81.1,18.3,78.7
이노진,2년,60.6,82.2,18.9,81.1,49.5,74.6
이노진,3년,76.3,79.0,20.9,79.1,75.9,78.1
이노진,합산,71.5,79.5,19.6,80.4,47.9,77.1
